San Jose,Sat Dec 02 2017 19:12:35 GMT-0800 (Pacific Standard Time),1
San Diego,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San H,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San Diego,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San Jose,Sat Dec 02 2017 19:12:37 GMT-0800 (Pacific Standard Time),1
San Jose,Sat Dec 02 2017 19:12:38 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 12:06:57 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:49:28 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:49:55 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:50:00 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:03 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:08 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:09 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:11 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:11 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:12 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:12 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:15 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:15 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:15 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:30 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 13:51:37 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 14:01:18 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 14:01:48 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 14:02:11 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 14:02:33 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 14:03:12 GMT-0800 (Pacific Standard Time),1
S,Sun Dec 03 2017 14:03:20 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 14:06:28 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 14:09:41 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:01 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:02 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:03 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:04 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:08 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:09 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:10 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:11 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:14 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:15 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 14:10:17 GMT-0800 (Pacific Standard Time),1
San Jose,Sat Dec 02 2017 19:12:35 GMT-0800 (Pacific Standard Time),1
San Diego,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San H,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San Diego,Sat Dec 02 2017 19:12:36 GMT-0800 (Pacific Standard Time),1
San Jose,Sat Dec 02 2017 19:12:37 GMT-0800 (Pacific Standard Time),1
San Jose,Sat Dec 02 2017 19:12:38 GMT-0800 (Pacific Standard Time),1
san,Sun Dec 03 2017 11:56:30 GMT-0800 (Pacific Standard Time),1
San Jose,Sun Dec 03 2017 12:29:52 GMT-0800 (PST),1
San Diego,Sun Dec 03 2017 17:38:22 GMT-0800 (PST),1
New York,Sun Dec 03 2017 17:42:15 GMT-0800 (PST),1
San Diego,Sun Dec 03 2017 17:49:09 GMT-0800 (PST),1
San Diego,Sun Dec 03 2017 17:49:44 GMT-0800 (PST),1
San Francisco,Sun Dec 03 2017 17:50:14 GMT-0800 (PST),1
San Jose,Sun Dec 03 2017 17:55:48 GMT-0800 (PST),1
San Jose,Sun Dec 03 2017 18:05:21 GMT-0800 (PST),1
San Jose,Sun Dec 03 2017 18:08:52 GMT-0800 (PST),1
San Jose,Sun Dec 03 2017 18:44:31 GMT-0800 (PST),1
San Jose,Sun Dec 03 2017 18:47:37 GMT-0800 (PST),1
San Diego,Sun Dec 03 2017 17:36:45 GMT-0800 (Pacific Standard Time),1
New York,Sun Dec 03 2017 18:10:41 GMT-0800 (Pacific Standard Time),1

San Antonio,Sun Dec 03 2017 20:18:09 GMT-0800 (Pacific Standard Time),1
San Antonio,Sun Dec 03 2017 20:18:09 GMT-0800 (Pacific Standard Time),1
San Antonio,Sun Dec 03 2017 20:18:10 GMT-0800 (Pacific Standard Time),1
San Antonio,Sun Dec 03 2017 20:18:10 GMT-0800 (Pacific Standard Time),1
